date,region,product,sales_amount,quantity,customer_count
2023-01-10,West,Product B,1024.4019629290724,40,28
2023-01-10,West,Product C,874.6065884424465,44,30
2023-01-10,West,Product D,1362.4897115993858,45,23
2023-01-11,North,Product A,985.1133141799908,43,30
2023-01-11,North,Product B,1124.1344195101356,54,21
2023-01-11,North,Product C,1085.9236438265173,42,33
2023-01-11,North,Product D,1041.5375374326222,54,35
2023-01-11,South,Product A,1005.6636752260922,46,21
2023-01-11,South,Product B,1005.951227899149,37,22
2023-01-11,South,Product C,962.6256711677282,51,22
2023-01-11,South,Product D,912.053788345165,60,21
2023-01-11,East,Product A,1016.4567978550848,64,29
2023-01-11,East,Product B,1213.0960750130703,50,29
2023-01-11,East,Product C,1315.9144291461425,44,23
2023-01-11,East,Product D,895.4279945693463,46,13
2023-01-11,West,Product A,993.0630225226438,48,30
2023-01-11,West,Product B,1046.842946507304,48,35
2023-01-11,West,Product C,775.4555956875403,65,27
2023-01-11,West,Product D,1076.4819492368101,44,20
2023-01-12,North,Product A,872.5225745386965,48,28
2023-01-12,North,Product B,1237.8033062215104,57,20
2023-01-12,North,Product C,1309.5010402660123,39,21
2023-01-12,North,Product D,1359.1755346191044,59,27
2023-01-12,South,Product A,964.6105545011901,47,28
2023-01-12,South,Product B,840.3405510923093,38,28
2023-01-12,South,Product C,996.7154207854496,50,30
2023-01-12,South,Product D,1237.678654689617,54,30
2023-01-12,East,Product A,1164.0964362394727,54,27
2023-01-12,East,Product B,1101.4548062214596,42,32
2023-01-12,East,Product C,966.5763839366291,46,19
2023-01-12,East,Product D,1029.3427372866645,58,27
2023-01-12,West,Product A,1129.0968362282151,56,29
2023-01-12,West,Product B,1432.6509446610921,69,28
2023-01-12,West,Product C,1214.7263499719545,37,23
2023-01-12,West,Product D,794.696940117788,55,29
2023-01-13,North,Product A,1313.1048058468682,54,24
2023-01-13,North,Product B,986.8499477854025,42,28
2023-01-13,North,Product C,1048.7601427542397,53,36
2023-01-13,North,Product D,887.1842738526543,49,24
2023-01-13,South,Product A,694.8949658150523,60,20
2023-01-13,South,Product B,861.6183860237511,53,31
2023-01-13,South,Product C,1068.5450692755408,56,18
2023-01-13,South,Product D,1091.3506438307568,62,30
2023-01-13,East,Product A,864.721539588146,43,15
2023-01-13,East,Product B,1360.1880865821631,45,22
2023-01-13,East,Product C,909.5387361501846,52,29
2023-01-13,East,Product D,515.2241346742087,50,19
2023-01-13,West,Product A,1300.67966035343,51,22
2023-01-13,West,Product B,1175.4724581151343,38,11
2023-01-13,West,Product C,799.6759980210169,51,30
2023-01-13,West,Product D,943.779941422809,42,27
2023-01-14,North,Product A,1011.9260739840348,54,28
2023-01-14,North,Product B,870.6126444588853,47,26
2023-01-14,North,Product C,1415.052174525053,50,16
2023-01-14,North,Product D,862.1624363820864,44,32
2023-01-14,South,Product A,1104.5670976070999,53,26
2023-01-14,South,Product B,885.2599992122842,43,16
2023-01-14,South,Product C,948.524692515331,59,29
2023-01-14,South,Product D,666.2831852244822,47,31
2023-01-14,East,Product A,1336.7855382915736,50,33
2023-01-14,East,Product B,908.223147426212,45,33
2023-01-14,East,Product C,1295.308069945179,55,20
2023-01-14,East,Product D,1276.0182708294903,72,31
2023-01-14,West,Product A,1108.7200309188866,49,23
2023-01-14,West,Product B,925.8771335827788,42,40
2023-01-14,West,Product C,741.0637048558189,56,21
2023-01-14,West,Product D,1232.1653574757038,42,22
2023-01-15,North,Product A,688.6836202680497,52,19
2023-01-15,North,Product B,914.3769678068174,53,26
2023-01-15,North,Product C,948.1915708358594,45,25
2023-01-15,North,Product D,960.7300301830044,32,24
2023-01-15,South,Product A,1015.7270380632182,32,27
2023-01-15,South,Product B,600.3598630935785,49,25
2023-01-15,South,Product C,1221.6365633475034,43,40
2023-01-15,South,Product D,792.0188145748939,54,31
2023-01-15,East,Product A,1174.0135461377508,65,25
2023-01-15,East,Product B,1099.136377594521,59,28
2023-01-15,East,Product C,1127.746044405837,48,18
2023-01-15,East,Product D,771.3990174539033,59,26
2023-01-15,West,Product A,951.1686729418702,46,30
2023-01-15,West,Product B,1192.8174336576715,57,30
2023-01-15,West,Product C,965.3856351432261,46,23
2023-01-15,West,Product D,1003.1158095162936,48,21
2023-01-16,North,Product A,1328.4030320272739,52,23
2023-01-16,North,Product B,1201.963417868527,50,23
2023-01-16,North,Product C,1204.5140864019281,52,30
2023-01-16,North,Product D,1487.9504812678547,67,20
2023-01-16,South,Product A,1151.785717957353,47,25
2023-01-16,South,Product B,1056.2382847938752,45,30
2023-01-16,South,Product C,1183.6633212004626,55,24
2023-01-16,South,Product D,685.8998792753646,42,20
2023-01-16,East,Product A,879.7264712097573,51,38
2023-01-16,East,Product B,1063.9563868285074,57,36
2023-01-16,East,Product C,1009.7720140651409,44,27
2023-01-16,East,Product D,1008.1183382407764,47,29
2023-01-16,West,Product A,941.0100643415944,53,27
2023-01-16,West,Product B,1249.5484145347468,52,20
2023-01-16,West,Product C,1008.7622943958219,52,21
2023-01-16,West,Product D,970.5995996743022,52,28
2023-01-17,North,Product A,1335.540162815288,41,28
2023-01-17,North,Product B,889.2823516584011,45,17
2023-01-17,North,Product C,883.6638172102712,44,16
2023-01-17,North,Product D,797.0486538614266,37,21
2023-01-17,South,Product A,1066.1760464428914,51,22
2023-01-17,South,Product B,1166.7057923217849,51,24
2023-01-17,South,Product C,1111.6653825043445,42,20
2023-01-17,South,Product D,1015.2010782824823,39,29
2023-01-17,East,Product A,1218.2620241188538,63,23
2023-01-17,East,Product B,1121.8276241814353,51,25
2023-01-17,East,Product C,1038.4098232980064,41,29
2023-01-17,East,Product D,938.1767071594998,45,26
2023-01-17,West,Product A,779.3266787652253,52,34
2023-01-17,West,Product B,569.4218814095034,40,23
2023-01-17,West,Product C,1053.4784628143807,57,16
2023-01-17,West,Product D,1064.3395612392028,42,23
2023-01-18,North,Product A,1217.1791131663156,41,34
2023-01-18,North,Product B,1094.9396465759905,52,19
2023-01-18,North,Product C,786.9772673849254,47,38
2023-01-18,North,Product D,938.9550591290665,46,24
2023-01-18,South,Product A,758.0610514317784,52,19
2023-01-18,South,Product B,1119.9857459992409,56,15
2023-01-18,South,Product C,877.3194672918121,54,30
2023-01-18,South,Product D,939.5060627023744,46,25
2023-01-18,East,Product A,726.6242603169158,47,30
2023-01-18,East,Product B,955.0469196214633,56,24
2023-01-18,East,Product C,890.7511103495035,51,37
2023-01-18,East,Product D,1078.3608010805092,40,24
2023-01-18,West,Product A,994.5390920980136,41,29
2023-01-18,West,Product B,813.3464081853608,47,24
2023-01-18,West,Product C,866.1854522680167,54,21
2023-01-18,West,Product D,1207.9809374792153,49,27
2023-01-19,North,Product A,1260.3482578797596,36,19
2023-01-19,North,Product B,1312.3022393453705,50,13
2023-01-19,North,Product C,926.9356897375783,37,23
2023-01-19,North,Product D,1036.9360611729817,47,27
2023-01-19,South,Product A,1237.1408309325993,45,22
2023-01-19,South,Product B,1143.7906621330133,53,20
2023-01-19,South,Product C,1265.6388283698116,53,30
2023-01-19,South,Product D,1111.246001880132,52,30
2023-01-19,East,Product A,927.009454091423,63,23
2023-01-19,East,Product B,832.1580665321987,49,35
2023-01-19,East,Product C,955.7492752828456,60,22
2023-01-19,East,Product D,944.6373400222159,62,29
2023-01-19,West,Product A,1098.1949903276502,56,20
2023-01-19,West,Product B,1146.9755572099634,33,18
2023-01-19,West,Product C,894.2766636500486,50,29
2023-01-19,West,Product D,1117.2728037510187,52,22
2023-01-20,North,Product A,1150.6683242209065,53,19
2023-01-20,North,Product B,1076.2316769765555,39,30
2023-01-20,North,Product C,1333.9809008702812,52,23
2023-01-20,North,Product D,1078.9343059645962,51,29
2023-01-20,South,Product A,843.020337383552,67,22
2023-01-20,South,Product B,1129.6560867687717,46,24
2023-01-20,South,Product C,1044.9369451503771,48,28
2023-01-20,South,Product D,1186.518166374618,52,30
2023-01-20,East,Product A,889.6283708215107,53,26
2023-01-20,East,Product B,1511.6398571336504,51,28
2023-01-20,East,Product C,1155.6722152333275,50,15
2023-01-20,East,Product D,889.7628567342933,56,30
2023-01-20,West,Product A,771.662177173299,46,17
2023-01-20,West,Product B,961.2681081440563,52,27
2023-01-20,West,Product C,1244.2067391050705,40,31
2023-01-20,West,Product D,1116.419540693723,51,20
2023-01-21,North,Product A,1028.1772493822407,46,21
2023-01-21,North,Product B,646.3121268874297,59,20
2023-01-21,North,Product C,766.0166328579423,41,28
2023-01-21,North,Product D,425.5475573436702,49,29
2023-01-21,South,Product A,800.3229121623417,55,37
2023-01-21,South,Product B,1060.3583799638932,35,21
2023-01-21,South,Product C,954.7042216196946,45,24
2023-01-21,South,Product D,1073.4731013632356,36,11
2023-01-21,East,Product A,515.1519479454116,47,38
2023-01-21,East,Product B,1176.80907927221,64,24
2023-01-21,East,Product C,1158.8529359243655,43,27
2023-01-21,East,Product D,749.1421153661502,40,21
2023-01-21,West,Product A,1040.1138394461886,50,31
2023-01-21,West,Product B,1229.727469885743,37,26
2023-01-21,West,Product C,785.5721976028786,58,24
2023-01-21,West,Product D,415.7299033010785,53,15
2023-01-22,North,Product A,963.420711779032,43,19
2023-01-22,North,Product B,1274.975283829637,56,21
2023-01-22,North,Product C,1176.6219554294319,51,17
2023-01-22,North,Product D,984.4325605974396,57,20
2023-01-22,South,Product A,1183.8457869150407,52,30
2023-01-22,South,Product B,866.3711828922012,62,19
2023-01-22,South,Product C,871.2900335365076,41,20
2023-01-22,South,Product D,1205.9921635162323,53,24
2023-01-22,East,Product A,1004.8438913345516,70,27
2023-01-22,East,Product B,1282.4441110830858,60,19
2023-01-22,East,Product C,1237.4772103129503,38,20
2023-01-22,East,Product D,1517.9127284037227,57,28
2023-01-22,West,Product A,1263.423013467973,49,25
2023-01-22,West,Product B,976.3862946017842,46,28
2023-01-22,West,Product C,952.2135801660611,41,24
2023-01-22,West,Product D,926.6351176370625,53,23
2023-01-23,North,Product A,1080.746018067322,53,28
2023-01-23,North,Product B,995.1608787218167,54,21
2023-01-23,North,Product C,1174.2594594914488,54,22
2023-01-23,North,Product D,730.8040639506503,59,30
2023-01-23,South,Product A,1081.9637313857024,54,18
2023-01-23,South,Product B,951.7484690762915,49,26
2023-01-23,South,Product C,892.9343628092155,45,22
2023-01-23,South,Product D,981.8933435391679,55,30
2023-01-23,East,Product A,1073.4574626802682,39,22
2023-01-23,East,Product B,1367.6367353590244,46,29
2023-01-23,East,Product C,1190.0615183947152,60,16
2023-01-23,East,Product D,1342.1226745163851,57,31
2023-01-23,West,Product A,814.5293731618851,39,32
2023-01-23,West,Product B,1047.673796546957,50,22
2023-01-23,West,Product C,1102.240519904996,60,27
2023-01-23,West,Product D,1274.7317090325914,52,21
2023-01-24,North,Product A,950.7875023740103,50,36
2023-01-24,North,Product B,831.3506809367616,55,27
2023-01-24,North,Product C,851.5058828603903,49,19
2023-01-24,North,Product D,735.9954977558589,50,27
2023-01-24,South,Product A,1016.4879505869006,44,18
2023-01-24,South,Product B,708.489700107014,57,25
2023-01-24,South,Product C,967.9734408866719,38,18
2023-01-24,South,Product D,1134.2680152900932,50,25
2023-01-24,East,Product A,858.3186466179075,48,33
2023-01-24,East,Product B,697.2571214774346,52,30
2023-01-24,East,Product C,903.3877896633121,45,26
2023-01-24,East,Product D,1029.35860239711,40,24
2023-01-24,West,Product A,957.7739522344611,55,16
2023-01-24,West,Product B,802.5640945697633,64,28
2023-01-24,West,Product C,980.2823735431476,53,27
2023-01-24,West,Product D,1003.7699245889695,55,33
2023-01-25,North,Product A,771.2547585358676,46,26
2023-01-25,North,Product B,1021.7119411553047,40,23
2023-01-25,North,Product C,1193.8914401053473,54,28
2023-01-25,North,Product D,1085.438872374337,46,24
2023-01-25,South,Product A,1057.7387258559713,62,22
2023-01-25,South,Product B,1052.0643677542441,47,28
2023-01-25,South,Product C,781.8067139569604,48,32
2023-01-25,South,Product D,917.8371424090831,42,27
2023-01-25,East,Product A,887.5663946843396,48,28
2023-01-25,East,Product B,958.1556252510944,47,28
2023-01-25,East,Product C,905.2321305858168,48,19
2023-01-25,East,Product D,997.1095458243442,56,22
2023-01-25,West,Product A,1139.390880902147,52,38
2023-01-25,West,Product B,933.236102048798,48,26
2023-01-25,West,Product C,1346.5029998970183,49,21
2023-01-25,West,Product D,1446.2600292385264,35,26
2023-01-26,North,Product A,785.4513948520387,49,25
2023-01-26,North,Product B,1047.84937282223,53,27
2023-01-26,North,Product C,906.9379086439893,49,33
2023-01-26,North,Product D,978.8103291391728,51,18
2023-01-26,South,Product A,1124.3143779712102,65,25
2023-01-26,South,Product B,926.0779327912733,52,22
2023-01-26,South,Product C,880.8677411913015,50,26
2023-01-26,South,Product D,1274.8876186341636,58,20
2023-01-26,East,Product A,961.0183439294638,49,28
2023-01-26,East,Product B,1226.754019373413,54,22
2023-01-26,East,Product C,874.656555082007,54,22
2023-01-26,East,Product D,1172.4786944765517,55,29
2023-01-26,West,Product A,1160.0819050455364,53,31
2023-01-26,West,Product B,1150.8582659627148,38,16
2023-01-26,West,Product C,864.9643450051237,47,25
2023-01-26,West,Product D,971.0962658568965,37,30
2023-01-27,North,Product A,678.4880271262052,44,24
2023-01-27,North,Product B,847.4550442867571,46,21
2023-01-27,North,Product C,1011.9865260532656,47,25
2023-01-27,North,Product D,1055.4753875916383,52,16
2023-01-27,South,Product A,1161.4245193274621,57,26
2023-01-27,South,Product B,805.2907600591063,41,21
2023-01-27,South,Product C,861.0573737821884,53,29
2023-01-27,South,Product D,918.1435123773792,34,28
2023-01-27,East,Product A,1165.019652933527,46,23
2023-01-27,East,Product B,826.5739568578199,58,24
2023-01-27,East,Product C,1078.092969985778,38,25
2023-01-27,East,Product D,979.3556494135007,53,28
2023-01-27,West,Product A,1017.7315181922875,46,29
2023-01-27,West,Product B,1039.463141481119,34,37
2023-01-27,West,Product C,711.2290367732917,43,23
2023-01-27,West,Product D,540.7638093725524,56,20
2023-01-28,North,Product A,1207.8223574840538,44,27
2023-01-28,North,Product B,984.847142692908,41,29
2023-01-28,North,Product C,762.1176214265345,55,32
2023-01-28,North,Product D,1328.5345906511927,47,18
2023-01-28,South,Product A,1148.1648690840252,46,18
2023-01-28,South,Product B,897.357286705683,50,25
2023-01-28,South,Product C,996.1479240531211,54,29
2023-01-28,South,Product D,947.4218341583464,40,29
2023-01-28,East,Product A,929.1918578117952,56,23
2023-01-28,East,Product B,885.2796454206198,58,29
2023-01-28,East,Product C,679.8192043046969,36,21
2023-01-28,East,Product D,834.3005950439508,55,35
2023-01-28,West,Product A,1004.1772976591924,69,23
2023-01-28,West,Product B,1046.1401811437368,43,27
2023-01-28,West,Product C,777.7084086125936,57,23
2023-01-28,West,Product D,1049.300955686401,45,33
2023-01-29,North,Product A,1197.4669033178204,54,19
2023-01-29,North,Product B,984.8097952714954,53,25
2023-01-29,North,Product C,1404.7212438459278,37,30
2023-01-29,North,Product D,1001.3599689119995,51,13
2023-01-29,South,Product A,715.208569509971,59,38
2023-01-29,South,Product B,946.6695341531171,51,24
2023-01-29,South,Product C,1037.941233522079,56,25
2023-01-29,South,Product D,867.6035644406782,44,27
2023-01-29,East,Product A,1296.823205707193,50,34
2023-01-29,East,Product B,1071.122669757132,53,22
2023-01-29,East,Product C,905.9915704480998,48,25
2023-01-29,East,Product D,1053.1756459304097,40,23
2023-01-29,West,Product A,870.1253923357148,48,33
2023-01-29,West,Product B,1264.2608064546025,52,30
2023-01-29,West,Product C,605.9792364576329,53,17
2023-01-29,West,Product D,1178.519467659862,44,31
2023-01-30,North,Product A,1021.1788906230469,49,25
2023-01-30,North,Product B,1116.8825960944969,45,32
2023-01-30,North,Product C,974.4901759244932,50,26
2023-01-30,North,Product D,1302.2309860494695,46,20
2023-01-30,South,Product A,479.15722867457316,46,29
2023-01-30,South,Product B,1039.789629359299,51,24
2023-01-30,South,Product C,1069.5352967076674,50,41
2023-01-30,South,Product D,902.5542871772896,46,21
2023-01-30,East,Product A,1135.8746565913007,55,24
2023-01-30,East,Product B,770.2411929682688,46,30
2023-01-30,East,Product C,1156.678101856519,56,26
2023-01-30,East,Product D,949.6922227911009,38,28
2023-01-30,West,Product A,1083.6796441777367,66,21
2023-01-30,West,Product B,1280.319718589286,46,29
2023-01-30,West,Product C,1399.1334979567928,47,30
2023-01-30,West,Product D,1621.9837112010723,55,34
2023-01-31,North,Product A,1133.1848504108923,45,20
2023-01-31,North,Product B,1084.3173221228913,59,28
2023-01-31,North,Product C,998.8807962341907,47,23
2023-01-31,North,Product D,1133.7483311185026,58,24
2023-01-31,South,Product A,1178.0766327039573,34,28
2023-01-31,South,Product B,1115.0410032213133,42,26
2023-01-31,South,Product C,904.2325087983191,45,28
2023-01-31,South,Product D,827.4448471913759,44,26
2023-01-31,East,Product A,926.1445721507594,51,22
2023-01-31,East,Product B,1028.6776934684501,52,29
2023-01-31,East,Product C,892.8397073895404,54,15
2023-01-31,East,Product D,658.5284084814107,65,28
2023-01-31,West,Product A,928.0462708421828,55,21
2023-01-31,West,Product B,734.7904627835924,49,15
2023-01-31,West,Product C,953.9198571588465,55,24
2023-01-31,West,Product D,815.1533711463392,48,20
2023-02-01,North,Product A,815.6280373749373,52,22
2023-02-01,North,Product B,799.2085255837003,52,27
2023-02-01,North,Product C,1162.2793108983185,54,22
2023-02-01,North,Product D,770.3473422494764,52,36
2023-02-01,South,Product A,1110.2952550479047,43,28
2023-02-01,South,Product B,1068.1178432800994,48,26
2023-02-01,South,Product C,1114.4114883428288,48,20
2023-02-01,South,Product D,987.5617966001378,39,33
2023-02-01,East,Product A,912.6471525523565,55,26
2023-02-01,East,Product B,678.6845798522642,53,28
2023-02-01,East,Product C,1058.8448258026988,55,21
2023-02-01,East,Product D,953.1184399367356,45,15
2023-02-01,West,Product A,1136.410413142524,54,36
2023-02-01,West,Product B,1297.4492310671853,63,20
2023-02-01,West,Product C,1173.8312128778546,50,23
2023-02-01,West,Product D,1177.4581674533483,52,21
2023-02-02,North,Product A,1060.763719120975,56,27
2023-02-02,North,Product B,1144.3125010252288,54,24
2023-02-02,North,Product C,890.088572818284,49,22
2023-02-02,North,Product D,1171.9175773959605,35,34
2023-02-02,South,Product A,901.3754355200456,53,19
2023-02-02,South,Product B,1288.7264006937628,37,27
2023-02-02,South,Product C,1114.1225994439062,40,22
2023-02-02,South,Product D,1193.6369321065722,50,23
2023-02-02,East,Product A,1096.3732123436982,46,36
2023-02-02,East,Product B,1109.4529594755934,47,17
2023-02-02,East,Product C,1035.0422837817025,43,31
2023-02-02,East,Product D,1597.051800520682,49,19
2023-02-02,West,Product A,1111.1025292684496,44,19
2023-02-02,West,Product B,816.2626977027811,55,25
2023-02-02,West,Product C,858.0840290501654,39,25
2023-02-02,West,Product D,748.2990178649331,44,23
2023-02-03,North,Product A,1204.2766590858796,48,26
2023-02-03,North,Product B,1417.6885545739851,54,25
2023-02-03,North,Product C,1065.564234568617,51,27
2023-02-03,North,Product D,1184.854027907566,46,28
2023-02-03,South,Product A,1171.690223331333,43,24
2023-02-03,South,Product B,953.0758860085173,57,25
2023-02-03,South,Product C,1292.8354477504874,44,28
2023-02-03,South,Product D,1199.3717546931616,58,22
2023-02-03,East,Product A,736.1505610802465,49,23
2023-02-03,East,Product B,959.4038725208686,61,23
2023-02-03,East,Product C,878.6599410469406,47,26
2023-02-03,East,Product D,1042.2567384558945,44,23
2023-02-03,West,Product A,879.0510670923575,55,28
2023-02-03,West,Product B,558.8867885801862,44,25
2023-02-03,West,Product C,1119.758877912382,51,29
2023-02-03,West,Product D,1133.6680977436163,56,30
2023-02-04,North,Product A,1081.9525591918996,52,19
2023-02-04,North,Product B,827.782417965286,60,33
2023-02-04,North,Product C,1339.991474915276,60,27
2023-02-04,North,Product D,1214.308630446977,49,21
2023-02-04,South,Product A,782.0733925315224,43,33
2023-02-04,South,Product B,843.0476183744593,43,28
